initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_conv1x1,norm_conv1x1_3x3,norm_conv1x1_5x5,norm_var_norm_conv1x1,norm_var_norm_conv1x1_3x3,norm_var_norm_conv1x1_5x5,avg_normalized_variance,train accuracy epoch0,train accuracy epoch1,train accuracy epoch2,test accuracy epoch0,test accuracy epoch1,test accuracy epoch2,conv1x1FLOPS,conv1x1_3x3FLOPS,conv1x1_5x5FLOPS,totalFLOPS
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,-0.12473692376172711,-0.21751070583099336,1.3422476295927206,-42.26402093619106,-7.843684983695273,9.463209487405175,-13.54816547749372,57.62162162162163,36.6951951951952,40.43593593593594,3.0868302982317237,3.938770124043283,4.645552916336764,0.049152,1.204,3.301,17.927
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1.2703837094252564,-0.19397030460112946,-0.07641340482412677,1.7958269513528196,-5.2918146059944915,-5.838232022395139,-3.11140655901227,46.351351351351354,28.253503503503506,21.186686686686688,4.021113750329902,4.922143045658485,5.229348112958564,0.049152,1.204,3.301,17.927
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,-0.032436316016397994,0.3313831282207988,0.7010531877955992,-88.45709805675307,2.979779273509672,4.0041171794334485,-27.157733867936646,28.82157157157157,10.313563563563564,16.746496496496498,4.424386381631037,5.332277645816839,6.024280812879387,0.049152,1.204,3.301,17.927
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.07530388082703034,0.24774598861610733,0.6769501305568624,0.0056979723272244445,0.02016794651536279,0.007094729625469715,0.01098688282268565,73.08683683683684,92.54454454454455,94.89714714714715,77.43415149115862,80.07812087622064,80.33887569279493,0.049152,1.204,3.301,17.927
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.07272353516933051,0.22449278528417807,0.7027836795464915,0.004578816937784653,0.01783221470782537,0.005568949278802341,0.009326660308137454,70.22872872872874,92.41491491491492,95.20270270270271,76.21008181578253,79.60358933755609,80.78859857482185,0.049152,1.204,3.301,17.927
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.08761531585427598,0.20965485710718798,0.7027298270385359,0.0037084663720228076,0.018479134571239446,0.004648935057852565,0.008945512000371606,64.41216216216216,91.14814814814814,94.99024024024023,73.05727104776985,79.00448667194512,80.62127210345737,0.049152,1.204,3.301,17.927
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.5188760416295303,0.2356901123636839,0.24543384600678575,0.053517711017961954,0.3693590303081599,0.06718265621124046,0.16335313251245412,55.21396396396396,15.436436436436436,14.022022022022021,2.570599102665611,4.753760886777514,5.296912114014252,0.049152,1.204,3.301,17.927
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.8307152447713355,0.10482229389251366,0.06446246133615077,0.13512169568209284,0.15820384118809347,1.209263492972811,0.5008630099476657,47.24724724724725,11.304304304304305,9.23098098098098,4.037476906835577,5.064133016627078,5.383478490366852,0.049152,1.204,3.301,17.927
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.7773882178324435,0.11151564950181699,0.11109613266573941,0.022360738373636186,0.15856425587873269,0.028221546809991303,0.06971551368745339,36.490490490490494,7.36086086086086,7.547047047047047,4.22486144101346,4.677223541831618,5.262602269728161,0.049152,1.204,3.301,17.927
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.10117805946984001,0.3681126549497092,0.5307092855804508,0.006770688587996417,0.0511244498069615,0.03341688911967078,0.03043734250487623,69.6594094094094,90.31606606606606,92.74824824824825,75.8279229348113,79.71602005806282,80.50197941409343,0.049152,1.204,3.301,17.927
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.08712551066891715,0.34175800014435714,0.5711164891867256,0.006086278076040892,0.04778688847696465,0.02725090507197565,0.027041357208327062,67.77102102102101,91.09309309309309,93.76051051051051,75.8078648719979,79.58089205595144,80.84296648192135,0.049152,1.204,3.301,17.927
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.1002005902671949,0.31812458965798923,0.5816748200748159,0.0052529612040023215,0.04455427873705812,0.023012797183572773,0.02427334570821107,62.74124124124124,90.5910910910911,94.11586586586586,73.17867511216679,79.13064133016627,80.84402216943785,0.049152,1.204,3.301,17.927
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.5869379581051706,0.6009146681738224,-0.1878526262789929,0.32462951452000477,0.7746757091753373,-6.663175215463264,-1.8546233305893072,51.186186186186184,4.157157157157157,12.263513513513514,3.8801794668778045,5.366059646344682,5.525996305093693,0.049152,1.204,3.301,17.927
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,,,,,,,,46.874374374374376,9.15990990990991,5.372372372372372,4.145157033518078,5.426233834784904,5.651623119556612,0.049152,1.204,3.301,17.927
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.20653205982734432,0.10187084642877525,0.6915970937438805,,,,,37.79154154154154,4.556056056056056,4.4004004004004,3.6083399313803115,5.081551860649248,5.4146212721034574,0.049152,1.204,3.301,17.927
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.1303093207115749,0.40714372759038964,0.4625469516980355,0.010657184054892653,0.05599178978943921,0.04994696675175587,0.03886531353202924,64.4104104104104,87.35385385385386,90.62312312312312,73.83108999736078,77.9345473739773,78.70625494853523,0.049152,1.204,3.301,17.927
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.09769996802631224,0.4024492400074932,0.4998507919661945,0.00499611661023971,0.061719570391104726,0.045712682594675765,0.037476123198673404,65.03753753753753,89.62362362362363,92.52052052052052,75.06254948535233,78.89363948271311,80.38268672472948,0.049152,1.204,3.301,17.927
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.11031993580830471,0.35626152949362616,0.5334185346980692,0.0049848631342104275,0.05593384878563444,0.03628234835256862,0.03240035342413783,60.297547547547545,89.53828828828829,93.4496996996997,72.03167062549485,78.23911322248614,80.18896806545263,0.049152,1.204,3.301,17.927
